0.00030000,-7.98386e-06
0.00080000,1.60989e-05
0.00130000,5.04829e-05
0.00190000,9.524e-05
0.00240000,0.000143131
0.00300000,0.000184084
0.00350000,0.000217602
0.00410000,0.00024157
0.00460000,0.000249604
0.00520000,0.000239638
0.00580000,0.000213333
0.00630000,0.000180553
0.00690000,0.000147853
0.00750000,0.000112091
0.00810000,7.27436e-05
0.00870000,2.6913e-05
0.00930000,-2.51995e-05
0.00990000,-7.75851e-05
0.01050000,-0.000134223
0.01110000,-0.000203066
0.01170000,-0.000285771
0.01230000,-0.000376185
0.01290000,-0.000459494
0.01360000,-0.00053985
0.01420000,-0.00061463
0.01480000,-0.00068552
0.01550000,-0.000737701
0.01610000,-0.000764807
0.01680000,-0.000769164
0.01740000,-0.0006505
0.01810000,-0.000373425
0.01880000,0.000300294
0.01950000,0.00120776
0.02010000,0.00233868
0.02080000,0.00392023
0.02150000,0.00597734
0.02220000,0.00821766
0.02290000,0.0102959
0.02360000,0.0120963
0.02430000,0.0136851
0.02500000,0.0151248
0.02580000,0.0164354
0.02650000,0.0176357
0.02720000,0.0187435
0.02800000,0.0197747
0.02870000,0.0207422
0.02950000,0.0216569
0.03020000,0.0225281
0.03100000,0.0233629
0.03180000,0.0241669
0.03250000,0.0249475
0.03330000,0.0257103
0.03410000,0.026458
0.03490000,0.0271931
0.03570000,0.0279175
0.03650000,0.028633
0.03730000,0.0293416
0.03810000,0.0300444
0.03900000,0.0307428
0.03980000,0.032126
0.04060000,0.033205
0.04150000,0.0344488
0.04230000,0.0355742
0.04320000,0.0368089
0.04400000,0.0379913
0.04490000,0.0392317
0.04580000,0.0404544
0.04670000,0.0417084
0.04760000,0.0429584
0.04850000,0.0442243
0.04940000,0.0454878
0.05030000,0.0467559
0.05120000,0.0480196
0.05210000,0.0492816
0.05310000,0.0505367
0.05400000,0.0517847
0.05490000,0.0530227
0.05590000,0.0542505
0.05690000,0.0554652
0.05780000,0.0566662
0.05880000,0.0578499
0.05980000,0.0590154
0.06080000,0.0601602
0.06180000,0.0612835
0.06280000,0.0623821
0.06380000,0.0634562
0.06480000,0.0645021
0.06590000,0.0655199
0.06690000,0.0665062
0.06800000,0.0674604
0.06900000,0.0683812
0.07010000,0.0692674
0.07120000,0.0701171
0.07220000,0.0709288
0.07330000,0.0717009
0.07440000,0.0724318
0.07550000,0.0731205
0.07670000,0.0737653
0.07780000,0.0743654
0.07890000,0.0749203
0.08010000,0.07543
0.08120000,0.0758955
0.08240000,0.0763192
0.08350000,0.0766937
0.08470000,0.0770184
0.08590000,0.0772929
0.08710000,0.0775209
0.08830000,0.0776968
0.08950000,0.0778221
0.09070000,0.0778961
0.09200000,0.0779191
0.09320000,0.0778904
0.09450000,0.0778115
0.09570000,0.0776816
0.09700000,0.0775015
0.09830000,0.0772707
0.09960000,0.0769909
0.10090000,0.0766617
0.10220000,0.0762844
0.10350000,0.0758583
0.10480000,0.0753843
0.10620000,0.0748629
0.10750000,0.0742946
0.10890000,0.0736801
0.11030000,0.0730204
0.11170000,0.0723158
0.11310000,0.0715672
0.11450000,0.0707748
0.11590000,0.0699392
0.11730000,0.0690609
0.11880000,0.0681417
0.12020000,0.0671859
0.12170000,0.0661926
0.12320000,0.0651468
0.12460000,0.0640731
0.12610000,0.062958
0.12760000,0.0618095
0.12920000,0.0606262
0.13070000,0.0594122
0.13220000,0.0581666
0.13380000,0.0568889
0.13540000,0.0555823
0.13690000,0.0542486
0.13850000,0.0528888
0.14010000,0.0515049
0.14180000,0.0500983
0.14340000,0.0486703
0.14500000,0.0472229
0.14670000,0.045757
0.14840000,0.0442751
0.15000000,0.042778
0.15170000,0.0412676
0.15340000,0.0397446
0.15520000,0.0382113
0.15690000,0.0366677
0.15870000,0.0351172
0.16040000,0.0335601
0.16220000,0.0319978
0.16400000,0.0304323
0.16580000,0.0288641
0.16760000,0.0272949
0.16940000,0.0257247
0.17130000,0.0241543
0.17310000,0.0225836
0.17500000,0.0210127
0.17690000,0.0194414
0.17880000,0.0178697
0.18070000,0.0162974
0.18270000,0.0147246
0.18460000,0.013151
0.18660000,0.0115755
0.18850000,0.00999693
0.19050000,0.00841077
0.19260000,0.0067776
0.19460000,0.00519384
0.19660000,0.00364649
0.19870000,0.00212116
0.20070000,0.000678804
0.20280000,-0.000957122
0.20490000,-0.00141654
